timestamp,open,high,low,close,volume,transparent_open,transparent_high,transparent_low,transparent_close,transparent_volume,volume_transparency.?,volume_transparency.A,volume_transparency.B,volume_transparency.C,volume_transparency.D
2021-11-12T00:00:00Z,0.000056750384,0.000057196973,0.000051580289,0.000052512115,1302631082.03,0.000056716043,0.000057172114,0.000051515055,0.000052454898,997004302.33,1214847,997004302,49425,6436087,297926418
2021-11-11T00:00:00Z,0.000050475222,0.000058177401,0.000048502129,0.000056775215,5838512210.25,0.000050461632,0.000058181916,0.000048498650,0.000056792173,3439654499.32,1233486,3439654499,146033001,1787305937,464285286
2021-11-10T00:00:00Z,0.000054954808,0.000055515885,0.000046196031,0.000050624078,4559091521.52,0.000054945923,0.000055494738,0.000046249154,0.000050625036,2649346006.67,1022305,2649346006,100658080,1310310176,497754952
2021-11-09T00:00:00Z,0.000055255021,0.000058564009,0.000053431630,0.000054959460,3207378404.48,0.000055236298,0.000058577905,0.000053427713,0.000054953929,1942061270.18,959875,1942061270,75505106,944343852,244508299
2021-11-08T00:00:00Z,0.000057018211,0.000059077312,0.000052657708,0.000055217822,4785364065.28,0.000057012693,0.000059069860,0.000052607133,0.000055204196,2793790296.63,1163729,2793790296,113612464,1340888372,535909201
2021-11-07T00:00:00Z,0.000058759159,0.000059885579,0.000055981907,0.000057041208,3168024189.88,0.000058739160,0.000059873296,0.000055965783,0.000057026528,1839074547.50,998199,1839074547,76081633,1045311749,206558059
2021-11-06T00:00:00Z,0.000062749910,0.000063326062,0.000055070949,0.000058786041,6825045510.27,0.000062756648,0.000063326514,0.000055049714,0.000058771008,3918326544.46,1417972,3918326544,180105029,1990749970,734445993
2021-11-05T00:00:00Z,0.000049507885,0.000065624765,0.000045254769,0.000062706566,13046021811.86,0.000049495050,0.000065613081,0.000045181759,0.000062699184,7980323723.18,1914169,7980323723,376509705,3592167768,1095106444
2021-11-04T00:00:00Z,0.000055251379,0.000061303095,0.000042803172,0.000049609847,11573938996.32,0.000055172206,0.000061294042,0.000042788844,0.000049580403,7184034672.32,1570471,7184034672,271881636,3430552691,685899524
2021-11-03T00:00:00Z,0.000069167914,0.000069258495,0.000051467282,0.000055018085,6719465530.18,0.000069151483,0.000069274077,0.000051319278,0.000054948369,4065533253.19,1426887,4065533253,172266288,2140768530,339470570
2021-11-02T00:00:00Z,0.000071607591,0.000073197023,0.000066486388,0.000069281500,5337691255.89,0.000071590548,0.000073196727,0.000066440962,0.000069279252,3223700523.23,931536,3223700523,136124858,1668985167,307949170
2021-11-01T00:00:00Z,0.000067105374,0.000075035234,0.000065764428,0.000071598073,8189414423.78,0.000067088940,0.000074989051,0.000065736386,0.000071563015,4736689222.79,1525301,4736689222,200787970,2803228147,447183781
2021-10-31T00:00:00Z,0.000065418226,0.000069750595,0.000058178730,0.000067098401,8219188752.60,0.000065386863,0.000069736601,0.000058146469,0.000067078900,4923940543.70,1883376,4923940543,196798589,2591430469,505135772
